交易日,最后修改时间,最后修改毫秒,最新价,最高价,最低价,今开盘,今收盘,数量,成交金额,申买价一,申买量一,申卖价一,申卖量一,申买价二,申买量二,申卖价二,申卖量二,申买价三,申买量三,申卖价三,申卖量三,申买价四,申买量四,申卖价四,申卖量四,申买价五,申买量五,申卖价五,申卖量五,当日均价,成交笔数
20170328,14:31:50,0,11.48,11.6,11.35,11.37,1.79769e+308,4861026,5.59651e+07,11.48,9161,11.49,13100,11.47,21958,11.5,93679,11.46,18900,11.51,11700,11.45,236200,11.52,16800,11.44,21700,11.53,19700,1.79769e+308,9223372036854775807
20170328,14:31:53,0,11.49,11.6,11.35,11.37,1.79769e+308,4862826,5.59858e+07,11.48,9161,11.49,11300,11.47,39058,11.5,93679,11.46,19900,11.51,11700,11.45,236200,11.52,16800,11.44,21700,11.53,19700,1.79769e+308,9223372036854775807
20170328,14:31:56,0,11.49,11.6,11.35,11.37,1.79769e+308,4862826,5.59858e+07,11.48,9161,11.49,12100,11.47,39058,11.5,93679,11.46,19900,11.51,11700,11.45,236200,11.52,16800,11.44,21700,11.53,19700,1.79769e+308,9223372036854775807
20170328,14:31:59,0,11.48,11.6,11.35,11.37,1.79769e+308,4866826,5.60317e+07,11.48,5161,11.49,12100,11.47,39058,11.5,93679,11.46,19900,11.51,11700,11.45,236200,11.52,16800,11.44,21700,11.53,19700,1.79769e+308,9223372036854775807
20170328,14:32:05,0,11.48,11.6,11.35,11.37,1.79769e+308,4866826,5.60317e+07,11.48,5161,11.49,14500,11.47,39058,11.5,93679,11.46,19900,11.51,11700,11.45,236200,11.52,16800,11.44,21700,11.53,19700,1.79769e+308,9223372036854775807
20170417,09:36:43,0,10.56,10.59,10.53,10.58,1.79769e+308,64000,676196,10.56,10200,10.57,1200,10.55,1100,10.58,5200,10.53,9000,10.59,12200,10.51,6500,10.6,3800,10.5,4600,10.61,12500,1.79769e+308,9223372036854775807
