交易日,最后修改时间,最后修改毫秒,最新价,最高价,最低价,今开盘,今收盘,数量,成交金额,申买价一,申买量一,申卖价一,申卖量一,申买价二,申买量二,申卖价二,申卖量二,申买价三,申买量三,申卖价三,申卖量三,申买价四,申买量四,申卖价四,申卖量四,申买价五,申买量五,申卖价五,申卖量五,当日均价,成交笔数
20170328,14:31:50,0,13.34,13.41,13.27,13.37,1.79769e+308,1780857,2.37423e+07,13.34,1400,13.35,7100,13.32,900,13.36,23155,13.31,3445,13.37,11700,13.3,9300,13.38,19900,13.29,7000,13.39,50800,1.79769e+308,9223372036854775807
20170328,14:31:53,0,13.34,13.41,13.27,13.37,1.79769e+308,1780857,2.37423e+07,13.34,1400,13.35,7300,13.32,900,13.36,23155,13.31,3445,13.37,11700,13.3,9300,13.38,19900,13.29,7000,13.39,50800,1.79769e+308,9223372036854775807
20170328,14:32:08,0,13.35,13.41,13.27,13.37,1.79769e+308,1783257,2.37744e+07,13.34,1400,13.35,5000,13.32,900,13.36,23155,13.31,3445,13.37,11700,13.3,9300,13.38,19900,13.29,7000,13.39,50800,1.79769e+308,9223372036854775807
20170328,14:32:14,0,13.34,13.41,13.27,13.37,1.79769e+308,1784357,2.37891e+07,13.34,300,13.35,5000,13.32,900,13.36,23155,13.31,3445,13.37,11700,13.3,9300,13.38,19900,13.29,7000,13.39,50800,1.79769e+308,9223372036854775807
20170417,09:36:41,0,12.8,12.98,12.78,12.98,1.79769e+308,87600,1.12235e+06,12.78,13200,12.8,1000,12.77,10000,12.82,7000,12.76,10000,12.86,200,12.75,3700,12.87,10000,12.74,600,12.88,8000,1.79769e+308,9223372036854775807
